                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                                     date 
                                     790                                     2112                  1.7700000000000000E+000                  1.4200000000000000E-003                  5.3288328877663922E+008                  1.0845746514489208E+003                  9.8148453142685048E+003                  2.5747433367089233E+001                  1.7573525229148346E+000                 -2.4574233721213044E+000                  4.5762176145493227E-001                  5.3455093573400777E-007                  5.4099070409037397E-001                  3.2882752004366842E-006                  8.8296185396169468E-004                  1.4327989548277577E-005                  1.3344755582926743E-004                  1.8128681065269334E+000                  5.8015581967809210E-009                  1.2443675824638569E+000                  3.2446316591633605E-004                  5.6558755995825449E-001                  2.2081342293597714E-004                  5.8100020500970293E-004                  9.0486877052245310E-004                  2.4192281785684555E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.8128681064858885E+000                  1.7514130919807778E+000                  1.8128681059965408E+000                  1.7315024844799758E+000                  1.7323626074586042E+004                  1.7049793525580338E+006                  7.0409663001368105E+008                  2.5801232343593309E+001                  2.5796693971900439E+001                  3.8166893942793686E-034                  2.0127141086231495E+000                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.6816810751180366E+016                                    11701                               "gfortran"                                  "8.3.0"                  "x86_64-linux-20190503"                               "20230727" 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals 
                                       1                  1.8128681065269334E+000                  2.4485888921294555E-001                  3.9988458257744495E+000                 -9.1212110899769847E+000                  2.9088485563894277E+000                  7.4431765111822412E-001                  2.5424698475810098E-001                  1.4353641236748427E-003 
                                       2                  1.8128681065258285E+000                  2.4480400717836140E-001                  4.0017709229305254E+000                 -9.1067878279330312E+000                  2.9294614608768414E+000                  7.4431765112502390E-001                  2.5424698475134200E-001                  1.4353641236340975E-003 
                                       3                  1.8128681065246388E+000                  2.4474681195766904E-001                  4.0051269774077616E+000                 -9.0920262499116458E+000                  2.9515202953193991E+000                  7.4431765114160331E-001                  2.5424698473486168E-001                  1.4353641235349546E-003 
                                       4                  1.8128681065232508E+000                  2.4468228702928702E-001                  4.0084872832555867E+000                 -9.0788075968933182E+000                  2.9721303423726271E+000                  7.4431765116826853E-001                  2.5424698470835588E-001                  1.4353641233755265E-003 
                                       5                  1.8128681065221108E+000                  2.4463085275424029E-001                  4.0123522522098289E+000                 -9.0650243609020347E+000                  2.9944491542225933E+000                  7.4431765120791848E-001                  2.5424698466894291E-001                  1.4353641231386050E-003 
                                       6                  1.8128681065203758E+000                  2.4455499490402299E-001                  4.0160733087779104E+000                 -9.0530774431592071E+000                  3.0146176863507437E+000                  7.4431765125766680E-001                  2.5424698461949202E-001                  1.4353641228411762E-003 
                                       7                  1.8128681065193843E+000                  2.4451280654462032E-001                  4.0194639419337062E+000                 -9.0429437126504464E+000                  3.0321805010179972E+000                  7.4431765130838989E-001                  2.5424698456907197E-001                  1.4353641225381963E-003 
                                       8                  1.8128681065178973E+000                  2.4445096131386693E-001                  4.0242205634855575E+000                 -9.0297426327715407E+000                  3.0556461236325720E+000                  7.4431765138924033E-001                  2.5424698448870486E-001                  1.4353641220548052E-003 
                                       9                  1.8128681065159145E+000                  2.4437093060149209E-001                  4.0287023065752638E+000                 -9.0181375612618844E+000                  3.0767040863873878E+000                  7.4431765147518092E-001                  2.5424698440327803E-001                  1.4353641215409940E-003 
                                      10                  1.8128681065146222E+000                  2.4432012018982058E-001                  4.0329076931702996E+000                 -9.0077466737863467E+000                  3.0957345556223017E+000                  7.4431765156090668E-001                  2.5424698431806469E-001                  1.4353641210286261E-003 
