                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                                     date 
                                    2500                                     2130                  1.7700000000000000E+000                  1.4200000000000000E-003                  9.1177565873755455E+008                  2.1151124340936090E+004                  9.2749280432847772E+003                  3.8952310878360336E+001                  2.4204959057068463E+000                 -2.4393648705844377E+000                  4.9075465384099265E-003                  1.1735228626243120E-012                  9.9370653522826113E-001                  5.4546322210089550E-006                  8.8547872213254005E-004                  8.5630927541379469E-006                  1.3344755582926580E-004                  1.8045716529177482E+000                 -1.0901236084225849E-009                  1.1195214311370258E+000                  3.5471668226322170E-004                  6.8211307285001799E-001                  1.7875397905813391E-004                  6.3368036965624481E-004                  8.9221493506832356E-004                  2.4081567640064881E-004                  1.5434966486795162E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.8045716528294624E+000                  2.4133419294182117E+000                  1.8045716516629307E+000                  2.3892422869740346E+000                  2.8067454970171882E+004                  8.1075609253322519E+005                  4.6327717463362730E+008                  3.7765312253829244E+001                  3.7753066250822073E+001                  1.5429895355370725E-025                  2.4488562707080068E+000                  5.0000000000000000E+001                  1.0000000000000000E+003                  2.8773952990200148E+016                                    11701                               "gfortran"                                  "8.3.0"                  "x86_64-linux-20190503"                               "20230727" 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals 
                                       1                  1.8045716529177482E+000                  3.8390435236404835E-001                  3.9696254389143752E+000                 -9.1408271339034428E+000                  2.8065230023853478E+000                  7.4139465796708404E-001                  2.5718119128620454E-001                  1.4241507467114278E-003 
                                       2                  1.8045716529166484E+000                  3.8388248138293113E-001                  3.9719123970664141E+000                 -9.1289132383147571E+000                  2.8233731670422393E+000                  7.4139465796708404E-001                  2.5718119128620454E-001                  1.4241507467114278E-003 
                                       3                  1.8045716529147735E+000                  3.8384619040673412E-001                  3.9748837216140145E+000                 -9.1156322324379069E+000                  2.8434760185285080E+000                  7.4139465796708404E-001                  2.5718119128620454E-001                  1.4241507467114278E-003 
                                       4                  1.8045716529129479E+000                  3.8381191034236378E-001                  3.9782634996511845E+000                 -9.1028025188162154E+000                  2.8644532125428319E+000                  7.4139465796708404E-001                  2.5718119128620454E-001                  1.4241507467114278E-003 
                                       5                  1.8045716529107274E+000                  3.8377142154680710E-001                  3.9819350132152231E+000                 -9.0912340300013721E+000                  2.8851939282473800E+000                  7.4139465796708393E-001                  2.5718119128620459E-001                  1.4241507467114278E-003 
                                       6                  1.8045716529087537E+000                  3.8373636838805314E-001                  3.9855247125224182E+000                 -9.0817506867199729E+000                  2.9038613409407108E+000                  7.4139465796708393E-001                  2.5718119128620470E-001                  1.4241507467114278E-003 
                                       7                  1.8045716529067799E+000                  3.8370206414406044E-001                  3.9909827224271721E+000                 -9.0698739468159566E+000                  2.9299563199065695E+000                  7.4139465796708381E-001                  2.5718119128620476E-001                  1.4241507467114278E-003 
                                       8                  1.8045716529029470E+000                  3.8363722144720819E-001                  3.9973479697580481E+000                 -9.0597199167031164E+000                  2.9569576522341299E+000                  7.4139465796708370E-001                  2.5718119128620492E-001                  1.4241507467114278E-003 
                                       9                  1.8045716529004003E+000                  3.8359512203424051E-001                  4.0024088992329947E+000                 -9.0532234788301960E+000                  2.9767986628898320E+000                  7.4139465796708359E-001                  2.5718119128620498E-001                  1.4241507467114278E-003 
                                      10                  1.8045716528980040E+000                  3.8355607640902983E-001                  4.0073969322872758E+000                 -9.0477905084624961E+000                  2.9952228989902876E+000                  7.4139465796708348E-001                  2.5718119128620509E-001                  1.4241507467114278E-003 
                                      11                  1.8045716528956071E+000                  3.8351750585872263E-001                  4.0121115933647724E+000                 -9.0432353509966621E+000                  3.0118251420626363E+000                  7.4139465796708337E-001                  2.5718119128620520E-001                  1.4241507467114278E-003 
                                      12                  1.8045716528935101E+000                  3.8348410045729325E-001                  4.0165109346277088E+000                 -9.0392546008728818E+000                  3.0267773000914997E+000                  7.4139465796708337E-001                  2.5718119128620531E-001                  1.4241507467113168E-003 
                                      13                  1.8045716528914129E+000                  3.8345099224621559E-001                  4.0214697333851648E+000                 -9.0348716518777668E+000                  3.0431490008240911E+000                  7.4139465796708326E-001                  2.5718119128620542E-001                  1.4241507467113168E-003 
                                      14                  1.8045716528887517E+000                  3.8340939210410713E-001                  4.0269408932022781E+000                 -9.0299530744101233E+000                  3.0607717073419698E+000                  7.4139465796708315E-001                  2.5718119128620548E-001                  1.4241507467114278E-003 
                                      15                  1.8045716528860907E+000                  3.8336824868760966E-001                  4.0328094531129874E+000                 -9.0243949510260943E+000                  3.0793131447369708E+000                  7.4139465796708304E-001                  2.5718119128620570E-001                  1.4241507467112058E-003 
                                      16                  1.8045716528829185E+000                  3.8331981225429584E-001                  4.0377138243099377E+000                 -9.0193446021011852E+000                  3.0946808770343752E+000                  7.4139465796708282E-001                  2.5718119128620581E-001                  1.4241507467114278E-003 
                                      17                  1.8045716528810682E+000                  3.8329187696586992E-001                  4.0412444110670025E+000                 -9.0154815073295236E+000                  3.1056720087927427E+000                  7.4139465796708270E-001                  2.5718119128620587E-001                  1.4241507467114278E-003 
                                      18                  1.8045716528792177E+000                  3.8326418374255733E-001                  4.0468896857580088E+000                 -9.0088885818534941E+000                  3.1231548905965174E+000                  7.4139465796708259E-001                  2.5718119128620603E-001                  1.4241507467114278E-003 
                                      19                  1.8045716528749884E+000                  3.8320181921900376E-001                  4.0524558744332753E+000                 -9.0014753704760171E+000                  3.1406972574779428E+000                  7.4139465796708237E-001                  2.5718119128620626E-001                  1.4241507467114278E-003 
                                      20                  1.8045716528728735E+000                  3.8317115485598380E-001                  4.0574484174556948E+000                 -8.9943906051607918E+000                  3.1564173194774585E+000                  7.4139465796708226E-001                  2.5718119128620642E-001                  1.4241507467113168E-003 
